
47,1189584480287285248,"මිනිහා මැරීගෙන හමබ කරනවා.
ළමයා ඔහේ තනියම හැදෙනවා.
ගෑනි මේකෙ ඉන්න මල්ලි බබාලට තං දෙක පෙන්න පෙන්න අතේ ගස්සනවා.
කැරි ජීවිත ඔයි 😂😂 @maashi_piries 🖕🍌",2019-10-30 16:46:56
48,1189580474915573760,@itzJambole කැරි කතා කියන්න එපා ජම්බෝලේ 😒,2019-10-30 16:31:01
49,1189558539284635648,@iAnuradhaS නාකි ආච්චි කෙන‍ේක් බන් මෙ හුත්ත,2019-10-30 15:03:51
50,1189545711597170689,"මේකේ සෙට් එකක් ඉන්නවා උන් හිතාගෙන ඉන්න විදිහටයි අපි වැඩ කරන්නෝන කියලයි හිතන්නේ.
අපි දාන්ඩෝන උන්ට කැමති අදහස්. උන් කියන එව්වට ඔළුව නමාගෙන ඉන්නෝන.

මහ කැරි සමාජ ජාල ක්‍රියාකාරකයෝ ඉන්නේ.

එහෙම නේද? @duliponline අයියේ!",2019-10-30 14:12:52
51,1189527685917073409,"මාකට් කරන්න ඕනෙ බඩුව නෙමේ බඩුව ගහන එකාව 🤪

මාකටින් ටිප්ස්🤭",2019-10-30 13:01:15
52,1189526401877102592,"මැදිවිය හරි මැදිවිය පහු කරපු ගෑණු චාම්ව ප්‍රසන්නව හිටියනන් ඇතිනෙ. 

නිකන් පුයර බබ්බු වෙන්න ගිහින් කොලු ගැටයන්ගෙන් බඩුව කියලා අහගන්නැතුව😬",2019-10-30 12:56:09
53,1189515781131792384,@adaderanasin ගණිකාව,2019-10-30 12:13:57
54,1189513857292787712,"අරූට මෙච්චර ඉක්මනට ලමේක් කොහෙන්ද කියල අහන්න දෙයක් නෑ

මිනිහට හොදට නගිනවනම්, කැරි ටික සරුනම්, අවශ්‍ය ප්‍රමාණයට, අවශ්‍ය වේගෙන් ඇතුලට විදගන්න පුලුවන්නම්,ගෑනි වඳ කෝම්බයක් නෙමේ නම්

බැදලා මාස 10න් බබා හම්බෙනවා හුත්තො 😩😂",2019-10-30 12:06:18
55,1189464321320833024,@ranjanieguruge @sajithpremadasa @irajonline @MaithripalaS @GotabayaR @hirunews @adaderanasin @RW_UNP @officialunp Ponna wesi 😂😂😂 පරාද උනාම බලමුකො මේ වේසි මොකද කියන්නෙ කියල,2019-10-30 08:49:28
56,1189445496563208193,"මෙහේ ඉන්න උන් ටිකත් පරිසමෙන් හලාල් ගෙනල්ලා, මේ රටේ බෙදීම් කරපු උන්දැලාට ඉක්මනින් දඩුවම් දෙනවා කියන්නේ 🙂 https://t.co/ytRADcnq8e",2019-10-30 07:34:39
57,1189431112973504512,@Disapamok @rasiikalink @hashhotrebz @ImeshAnjana3 කැරි පොශ්නෙ මුන්. 😂,2019-10-30 06:37:30
